Yellow/Green,3551,1631
Yellow/Green,3437,1628
Yellow/Green,3303,1623
Yellow/Green,3189,1626
Yellow/Green,3069,1626
Yellow/Green,2949,1614
Yellow/Green,2841,1611
Yellow/Green,2727,1609
Yellow/Green,2604,1603
Yellow/Green,2490,1603
Yellow/Green,2367,1603
Yellow/Green,2248,1606
Yellow/Green,1959,1600
Yellow/Green,1842,1603
Yellow/Green,1700,1606
Yellow/Green,1583,1609
Yellow/Green,1460,1606
Yellow/Green,1346,1603
Yellow/Green,1221,1603
Yellow/Green,1098,1600
Yellow/Green,992,1606
Yellow/Green,864,1603
Yellow/Green,576,1648
Yellow/Green,473,1648
Yellow/Green,342,1637
Yellow/Green,168,1480
Yellow/Green,176,1363
Yellow/Green,171,1249
Yellow/Green,176,1135
Yellow/Green,182,989
Yellow/Green,884,1058
Yellow/Green,1015,1061
Yellow/Green,1149,1066
Yellow/Green,1269,1066
Yellow/Green,1380,1064
Yellow/Green,1497,1061
Yellow/Green,1623,1066
Yellow/Green,1745,1061
Yellow/Green,1877,1055
Yellow/Green,1979,1055
Yellow/Green,2276,1061
Yellow/Green,2396,1064
Yellow/Green,2504,1066
Yellow/Green,2636,1072
Yellow/Green,2735,1069
Yellow/Green,2858,1078
Yellow/Green,2972,1084
Yellow/Green,3089,1089
Yellow/Green,3223,1086
Yellow/Green,3295,1086
