Blue,481,776
Blue,552,772
Blue,614,766
Blue,683,770
Blue,737,777
Blue,810,766
Blue,880,764
Blue,937,768
Blue,1007,774
Blue,1055,777
Blue,1473,783
Blue,1609,791
Blue,1679,783
Blue,1738,779
Blue,1804,783
Blue,1867,783
Blue,1929,789
Blue,1989,787
Blue,1580,1710
Blue,1642,1700
Blue,1713,1696
Blue,1785,1706
Blue,1511,1577
Blue,1577,1579
Blue,1642,1573
Blue,1706,1582
Blue,1792,1575
Blue,1453,1286
Blue,1517,1282
Blue,1619,1270
Blue,1746,1259
Blue,1804,1274
Blue,1865,1265
Blue,1927,1265
Blue,1981,1267
Blue,1457,1072
Blue,1515,1078
Blue,1565,1066
Blue,1642,1076
Blue,1690,1086
Blue,1731,1080
Blue,1804,1074
Blue,1864,1072
Blue,1914,1072
Blue,1981,1070
Blue,2541,2012
Blue,2597,2008
Blue,2657,2012
Blue,2717,2014
Blue,2776,2008
Blue,2824,2012
Blue,2900,2008
Blue,3015,2014
Blue,3073,2002
Blue,3127,2016
Blue,3188,2016
Blue,3258,2010
Blue,3308,2016
Blue,3375,2016
Blue,3435,2021
Blue,3483,2016
Blue,1912,1711
Blue,1973,1700
Blue,2035,1710
Blue,2091,1708
Blue,2160,1704
Blue,2220,1710
Blue,2274,1708
Blue,2343,1702
Blue,2401,1700
Blue,2461,1706
Blue,2526,1708
Blue,2590,1717
Blue,2651,1706
Blue,2719,1706
Blue,2784,1706
Blue,2842,1708
Blue,2903,1710
Blue,2959,1710
Blue,3019,1708
Blue,3077,1715
Blue,3135,1721
Blue,3190,1719
Blue,3260,1719
Blue,3317,1721
Blue,1906,1565
Blue,1977,1571
Blue,2041,1561
Blue,2089,1571
Blue,2152,1569
Blue,2222,1571
Blue,2285,1569
Blue,2345,1575
Blue,2401,1579
Blue,2461,1575
Blue,2530,1579
Blue,2595,1577
Blue,2651,1575
Blue,2713,1577
Blue,2782,1586
Blue,2850,1580
Blue,2890,1579
Blue,2961,1573
Blue,3021,1577
Blue,3081,1573
Blue,3140,1582
Blue,3196,1579
Blue,3260,1582
Blue,3317,1594
Blue,2106,1251
Blue,2164,1263
Blue,2228,1261
Blue,2281,1263
Blue,2335,1272
Blue,2470,1282
Blue,2511,1272
Blue,2574,1278
Blue,2638,1276
Blue,2684,1274
Blue,2744,1274
Blue,2803,1274
Blue,2861,1278
Blue,2923,1284
Blue,2112,795
Blue,2168,783
Blue,2228,789
Blue,2291,791
Blue,2337,793
Blue,2399,787
Blue,2462,801
Blue,2526,801
Blue,2578,791
Blue,2638,801
Blue,2695,799
Blue,2765,804
Blue,2817,803
Blue,2863,808
Blue,2932,814
Blue,3046,801
Blue,3123,804
Blue,3173,801
Blue,3240,804
Blue,3292,806
Blue,3362,803
Blue,3420,804
Blue,3479,804
Blue,3545,804
Blue,2097,1086
Blue,2151,1080
Blue,2218,1076
Blue,2281,1076
Blue,2335,1072
Blue,2401,1074
Blue,2451,1072
Blue,2507,1076
Blue,2570,1082
Blue,2628,1072
Blue,2694,1076
Blue,2742,1084
Blue,2813,1084
Blue,2863,1082
Blue,2927,1080
Blue,3054,1091
Blue,3113,1088
Blue,3167,1084
Blue,3229,1086
Blue,3289,1082
Blue,3046,1284
Blue,3108,1286
Blue,3175,1269
Blue,3231,1288
Blue,3289,1288
Handicap,1517,1987
Handicap,1648,1998
Handicap,1710,1987
Handicap,1837,1985
Handicap,1900,1993
Handicap,2020,1985
Handicap,2097,1989
University,425,776
JamesELewisOutstandingService,1565,1272
40YearEmployee,1503,1698
40YearEmployee,1436,1696
40YearEmployee,2224,2000
ReserveTowAway,1440,1575
